"remember, tems doesn't export lat-lon correctly when you export to .tab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"remember, col names need to be correct, but order is not important",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Mobile,TIME,LONGITUDE,LATITUDE,SC_1,RSCP_1,EcIo_1,SC_2,RSCP_2,EcIo_2,SC_3,RSCP_3,EcIo_3,SC_4,RSCP_4,EcIo_4,SC_5,RSCP_5,EcIo_5,SC_6,RSCP_6,EcIo_6,SC_7,RSCP_7,EcIo_7,SC_8,RSCP_8,EcIo_8,SC_9,RSCP_9,EcIo_9,SC_10,RSCP_10,EcIo_10,SC_11,RSCP_11,EcIo_11,SC_12,RSCP_12,EcIo_12,SC_13,RSCP_13,EcIo_13,SC_14,RSCP_14,EcIo_14,SC_15,RSCP_15,EcIo_15,SC_16,RSCP_16,EcIo_16,SC_17,RSCP_17,EcIo_17,SC_18,RSCP_18,EcIo_18,SC_19,RSCP_19,EcIo_19,SC_20,RSCP_20,EcIo_20
,,675,144.8429773,-37.81005214,366,-64.197,-1.197,382,-76.497,-13.497,294,-76.767,-13.767,340,-81.884,-18.884,278,-82.462,-19.462,424,-82.573,-19.573,470,-82.628,-19.628,256,-82.886,-19.886,106,-82.97,-19.97,162,-82.997,-19.997,230,-83.055,-20.055,300,-83.125,-20.125,254,-83.228,-20.228,14,-83.293,-20.293,242,-83.415,-20.415,386,-83.426,-20.426,74,-83.459,-20.459,12,-83.465,-20.465,152,-83.471,-20.471,20,-83.476,-20.476
,,154,144.8579421,-37.7710339,310,-70.381,-3.381,294,-72.607,-5.607,228,-77.815,-10.815,220,-83.856,-16.856,236,-85.062,-18.062,426,-85.814,-18.814,320,-85.912,-18.912,276,-86.016,-19.016,134,-86.073,-19.073,16,-86.634,-19.634,226,-86.981,-19.981,366,-87.071,-20.071,412,-87.082,-20.082,432,-87.082,-20.082,184,-87.125,-20.125,460,-87.13,-20.13,418,-87.152,-20.152,230,-87.239,-20.239,346,-87.31,-20.31,36,-87.326,-20.326
,,4217,144.9274213,-37.81068647,150,-54.81,-1.81,166,-60.578,-7.578,158,-64.589,-11.589,286,-71.659,-18.659,132,-71.964,-18.964,332,-72.71,-19.71,18,-72.72,-19.72,418,-72.741,-19.741,334,-72.751,-19.751,374,-72.928,-19.928,274,-73.321,-20.321,250,-73.404,-20.404,344,-73.409,-20.409,80,-73.499,-20.499,22,-73.572,-20.572,474,-73.583,-20.583,378,-73.595,-20.595,220,-73.606,-20.606,342,-73.606,-20.606,364,-73.617,-20.617
,,1263,144.9701744,-37.80290397,366,-56.508,-0.508,470,-73.836,-17.836,392,-74.224,-18.224,484,-74.377,-18.377,190,-74.434,-18.434,224,-74.555,-18.555,478,-74.741,-18.741,424,-74.861,-18.861,402,-74.889,-18.889,386,-75.217,-19.217,4,-75.578,-19.578,14,-75.593,-19.593,314,-75.741,-19.741,130,-75.751,-19.751,346,-75.772,-19.772,468,-75.923,-19.923,254,-75.976,-19.976,308,-75.976,-19.976,188,-76.055,-20.055,404,-76.061,-20.061
,,2658,144.8980061,-37.8122217,316,-68.831,-1.831,166,-79.286,-12.286,392,-80.504,-13.504,400,-81.574,-14.574,158,-81.969,-14.969,332,-83.897,-16.897,70,-86.363,-19.363,486,-86.393,-19.393,150,-86.467,-19.467,456,-86.705,-19.705,4,-86.912,-19.912,72,-86.944,-19.944,308,-87.002,-20.002,90,-87.039,-20.039,450,-87.055,-20.055,300,-87.173,-20.173,58,-87.184,-20.184,176,-87.293,-20.293,182,-87.304,-20.304,510,-87.321,-20.321
,,3229,144.9311302,-37.79894416,382,-57.537,-0.537,366,-74.587,-17.587,270,-74.973,-17.973,310,-75.992,-18.992,158,-76.13,-19.13,124,-76.497,-19.497,362,-76.695,-19.695,458,-76.777,-19.777,184,-76.813,-19.813,120,-76.86,-19.86,396,-76.886,-19.886,94,-76.907,-19.907,498,-77.093,-20.093,118,-77.157,-20.157,312,-77.163,-20.163,500,-77.163,-20.163,32,-77.222,-20.222,40,-77.228,-20.228,330,-77.233,-20.233,410,-77.239,-20.239
,,1930,144.8610489,-37.77761107,408,-59.808,-2.808,400,-66.785,-9.785,388,-67.486,-10.486,392,-70.16,-13.16,150,-75.782,-18.782,138,-76.222,-19.222,316,-76.329,-19.329,110,-76.502,-19.502,334,-76.543,-19.543,444,-76.715,-19.715,340,-76.85,-19.85,336,-76.933,-19.933,90,-76.944,-19.944,256,-76.97,-19.97,476,-77.087,-20.087,364,-77.103,-20.103,106,-77.13,-20.13,332,-77.168,-20.168,192,-77.19,-20.19,488,-77.354,-20.354
,,1771,144.9415584,-37.80268198,450,-72.288,-3.288,434,-78.401,-9.401,442,-78.775,-9.775,56,-86.994,-17.994,158,-87.537,-18.537,444,-87.866,-18.866,374,-88.202,-19.202,446,-88.628,-19.628,330,-88.7,-19.7,200,-88.731,-19.731,268,-88.731,-19.731,318,-88.731,-19.731,138,-88.736,-19.736,116,-88.813,-19.813,18,-88.928,-19.928,66,-88.933,-19.933,24,-88.981,-19.981,120,-89.029,-20.029,488,-89.222,-20.222,286,-89.25,-20.25
,,41,144.9149051,-37.80498566,220,-62.58,-2.58,228,-68.639,-8.639,236,-78.276,-18.276,420,-79.222,-19.222,134,-79.324,-19.324,308,-79.548,-19.548,36,-79.976,-19.976,324,-79.981,-19.981,468,-80.002,-20.002,510,-80.045,-20.045,362,-80.087,-20.087,174,-80.163,-20.163,380,-80.25,-20.25,286,-80.299,-20.299,320,-80.299,-20.299,96,-80.348,-20.348,242,-80.393,-20.393,282,-80.398,-20.398,230,-80.404,-20.404,78,-80.443,-20.443
,,1332,144.9523744,-37.78842771,442,-76.982,-2.982,450,-81.451,-7.451,318,-87.276,-13.276,434,-87.661,-13.661,374,-88.126,-14.126,66,-91.915,-17.915,138,-92.224,-18.224,110,-93.251,-19.251,64,-93.679,-19.679,352,-93.7,-19.7,16,-93.829,-19.829,348,-93.876,-19.876,458,-93.881,-19.881,20,-94.093,-20.093,190,-94.12,-20.12,478,-94.12,-20.12,398,-94.136,-20.136,244,-94.206,-20.206,166,-94.222,-20.222,32,-94.25,-20.25
,,5263,144.8420342,-37.787312,96,-80.263,-7.263,166,-80.326,-7.326,268,-87.075,-14.075,88,-89.253,-16.253,158,-89.519,-16.519,150,-89.945,-16.945,202,-91.537,-18.537,160,-91.618,-18.618,402,-91.7,-18.7,54,-91.768,-18.768,10,-91.856,-18.856,266,-91.954,-18.954,144,-91.987,-18.987,340,-92.001,-19.001,214,-92.011,-19.011,102,-92.049,-19.049,108,-92.054,-19.054,256,-92.573,-19.573,496,-92.623,-19.623,34,-92.736,-19.736
,,4635,144.8715112,-37.8080028,206,-82.872,-5.872,382,-83.196,-6.196,214,-88.869,-11.869,442,-95.959,-18.959,274,-96.144,-19.144,434,-96.349,-19.349,20,-96.85,-19.85,354,-96.85,-19.85,88,-97.061,-20.061,500,-97.114,-20.114,338,-97.141,-20.141,116,-97.152,-20.152,192,-97.152,-20.152,318,-97.228,-20.228,44,-97.244,-20.244,436,-97.332,-20.332,330,-97.37,-20.37,4,-97.443,-20.443,150,-97.465,-20.465,432,-97.578,-20.578
,,3440,144.8906142,-37.76151074,442,-62.05,-2.05,434,-66.839,-6.839,246,-78.768,-18.768,66,-79.482,-19.482,32,-79.568,-19.568,264,-79.762,-19.762,496,-79.918,-19.918,450,-79.965,-19.965,462,-80.034,-20.034,376,-80.12,-20.12,414,-80.141,-20.141,196,-80.146,-20.146,240,-80.146,-20.146,280,-80.157,-20.157,122,-80.222,-20.222,160,-80.222,-20.222,402,-80.293,-20.293,68,-80.304,-20.304,62,-80.332,-20.332,130,-80.348,-20.348
,,934,144.9310885,-37.82734706,318,-66.31,-1.31,450,-79.582,-14.582,442,-81.253,-16.253,326,-83.677,-18.677,316,-84.787,-19.787,200,-84.834,-19.834,180,-84.897,-19.897,146,-84.933,-19.933,372,-85.007,-20.007,16,-85.093,-20.093,464,-85.103,-20.103,252,-85.211,-20.211,268,-85.255,-20.255,54,-85.277,-20.277,158,-85.37,-20.37,332,-85.393,-20.393,466,-85.409,-20.409,290,-85.471,-20.471,132,-85.504,-20.504,384,-85.572,-20.572
,,1558,144.9515459,-37.77994164,400,-61.659,-2.659,388,-65.561,-6.561,392,-70.064,-11.064,408,-77.104,-18.104,386,-78.111,-19.111,444,-78.679,-19.679,144,-78.782,-19.782,96,-78.829,-19.829,42,-78.907,-19.907,324,-79.087,-20.087,288,-79.114,-20.114,16,-79.217,-20.217,504,-79.217,-20.217,142,-79.228,-20.228,334,-79.365,-20.365,56,-79.37,-20.37,208,-79.381,-20.381,284,-79.431,-20.431,374,-79.431,-20.431,450,-79.459,-20.459
,,3411,144.9025021,-37.78000812,450,-54.897,-1.897,434,-60.221,-7.221,150,-69.161,-16.161,66,-71.75,-18.75,394,-71.828,-18.828,170,-72.135,-19.135,120,-72.168,-19.168,138,-72.241,-19.241,432,-72.553,-19.553,462,-72.588,-19.588,328,-72.736,-19.736,492,-72.855,-19.855,474,-73.071,-20.071,24,-73.244,-20.244,32,-73.343,-20.343,422,-73.348,-20.348,90,-73.381,-20.381,468,-73.393,-20.393,118,-73.409,-20.409,362,-73.426,-20.426
,,2725,144.9514155,-37.78400342,316,-46.393,-0.393,4,-64.066,-18.066,486,-64.613,-18.613,308,-64.893,-18.893,48,-65.044,-19.044,374,-65.082,-19.082,58,-65.275,-19.275,312,-65.787,-19.787,204,-65.928,-19.928,212,-65.944,-19.944,132,-65.997,-19.997,370,-66.002,-20.002,234,-66.093,-20.093,388,-66.157,-20.157,404,-66.222,-20.222,174,-66.233,-20.233,304,-66.299,-20.299,392,-66.315,-20.315,334,-66.404,-20.404,20,-66.443,-20.443
,,3031,144.9786709,-37.77298759,388,-54.128,-2.128,392,-62.176,-10.176,408,-66.43,-14.43,400,-68.764,-16.764,132,-69.551,-17.551,124,-71.85,-19.85,402,-72.039,-20.039,470,-72.061,-20.061,386,-72.093,-20.093,458,-72.211,-20.211,360,-72.271,-20.271,410,-72.288,-20.288,24,-72.299,-20.299,242,-72.304,-20.304,476,-72.398,-20.398,118,-72.487,-20.487,234,-72.51,-20.51,428,-72.538,-20.538,62,-72.566,-20.566,58,-72.572,-20.572
,,4984,144.9485796,-37.81912926,434,-70.41,-1.41,192,-78.608,-9.608,382,-82.995,-13.995,104,-87.604,-18.604,376,-87.677,-18.677,122,-87.926,-18.926,416,-88.135,-19.135,428,-88.334,-19.334,290,-88.363,-19.363,20,-88.433,-19.433,296,-88.438,-19.438,8,-88.482,-19.482,50,-88.553,-19.553,254,-88.71,-19.71,492,-88.813,-19.813,432,-88.933,-19.933,4,-88.949,-19.949,190,-89.018,-20.018,86,-89.045,-20.045,312,-89.157,-20.157
,,4492,144.867488,-37.77077355,382,-60.302,-2.302,434,-64.097,-6.097,442,-75.77,-17.77,272,-77.767,-19.767,396,-77.803,-19.803,454,-77.834,-19.834,38,-77.855,-19.855,132,-77.881,-19.881,386,-77.907,-19.907,402,-77.97,-19.97,270,-78.034,-20.034,440,-78.109,-20.109,310,-78.125,-20.125,64,-78.152,-20.152,50,-78.25,-20.25,32,-78.26,-20.26,118,-78.288,-20.288,62,-78.293,-20.293,500,-78.343,-20.343,140,-78.359,-20.359
,,3795,144.9229623,-37.80599843,434,-68.444,-2.444,450,-74.891,-8.891,442,-76.123,-10.123,460,-85.164,-19.164,150,-85.329,-19.329,232,-85.669,-19.669,18,-86.25,-20.25,290,-86.25,-20.25,270,-86.381,-20.381,104,-86.443,-20.443,116,-86.448,-20.448,348,-86.493,-20.493,164,-86.51,-20.51,8,-86.532,-20.532,218,-86.578,-20.578,206,-86.583,-20.583,354,-86.646,-20.646,262,-86.68,-20.68,448,-86.715,-20.715,358,-86.738,-20.738
,,5913,144.8646322,-37.75944665,88,-64.493,-4.493,80,-66.207,-6.207,96,-73.937,-13.937,150,-75.423,-15.423,86,-79.428,-19.428,346,-79.736,-19.736,374,-80.013,-20.013,234,-80.039,-20.039,242,-80.125,-20.125,98,-80.173,-20.173,358,-80.19,-20.19,402,-80.244,-20.244,56,-80.343,-20.343,340,-80.404,-20.404,230,-80.443,-20.443,274,-80.538,-20.538,192,-80.561,-20.561,168,-80.583,-20.583,220,-80.606,-20.606,268,-80.634,-20.634
,,3153,144.8517175,-37.77459524,382,-64.979,-1.979,366,-78.011,-15.011,442,-79.86,-16.86,206,-80.865,-17.865,218,-81.875,-18.875,276,-82.803,-19.803,146,-82.834,-19.834,456,-82.986,-19.986,408,-83.087,-20.087,46,-83.093,-20.093,170,-83.125,-20.125,252,-83.163,-20.163,212,-83.173,-20.173,356,-83.288,-20.288,396,-83.288,-20.288,486,-83.315,-20.315,90,-83.359,-20.359,240,-83.376,-20.376,506,-83.387,-20.387,454,-83.393,-20.393
,,1974,144.926773,-37.81863337,450,-72.362,-5.362,442,-72.576,-5.576,434,-79.539,-12.539,66,-86.608,-19.608,252,-86.664,-19.664,334,-86.955,-19.955,236,-86.965,-19.965,44,-87.061,-20.061,80,-87.066,-20.066,288,-87.093,-20.093,158,-87.109,-20.109,148,-87.157,-20.157,504,-87.201,-20.201,374,-87.25,-20.25,62,-87.288,-20.288,64,-87.293,-20.293,102,-87.337,-20.337,114,-87.42,-20.42,324,-87.443,-20.443,488,-87.51,-20.51
,,272,144.9737806,-37.78270627,220,-80.861,-3.861,318,-88.402,-11.402,310,-90,-13,228,-90.58,-13.58,374,-91.874,-14.874,236,-92.201,-15.201,294,-94.326,-17.326,324,-94.977,-17.977,264,-95.856,-18.856,460,-97.066,-20.066,290,-97.071,-20.071,30,-97.098,-20.098,412,-97.13,-20.13,438,-97.146,-20.146,378,-97.25,-20.25,182,-97.387,-20.387,510,-97.398,-20.398,326,-97.409,-20.409,292,-97.443,-20.443,208,-97.448,-20.448
,,1760,144.8290198,-37.82671434,450,-59.798,-0.798,324,-75.997,-16.997,476,-76.89,-17.89,316,-77.199,-18.199,362,-77.51,-18.51,438,-77.6,-18.6,492,-77.741,-18.741,308,-77.838,-18.838,118,-78.164,-19.164,478,-78.354,-19.354,290,-78.383,-19.383,434,-78.448,-19.448,466,-78.613,-19.613,66,-78.746,-19.746,184,-78.777,-19.777,116,-78.855,-19.855,44,-78.96,-19.96,200,-79.045,-20.045,328,-79.103,-20.103,452,-79.136,-20.136
,,5028,144.8850072,-37.75952004,88,-68.484,-2.484,96,-74.14,-8.14,382,-74.161,-8.161,160,-84.497,-18.497,434,-85.035,-19.035,508,-85.423,-19.423,144,-85.502,-19.502,2,-85.644,-19.644,406,-85.71,-19.71,42,-85.777,-19.777,94,-85.907,-19.907,298,-85.923,-19.923,502,-85.944,-19.944,428,-86.045,-20.045,374,-86.12,-20.12,14,-86.141,-20.141,58,-86.163,-20.163,490,-86.163,-20.163,38,-86.173,-20.173,74,-86.201,-20.201
,,1492,144.8802878,-37.77338591,206,-70.927,-0.927,294,-83.96,-13.96,366,-86.463,-16.463,504,-89.349,-19.349,280,-89.507,-19.507,36,-89.767,-19.767,268,-89.871,-19.871,304,-89.876,-19.876,266,-89.944,-19.944,428,-89.986,-19.986,236,-90.013,-20.013,86,-90.12,-20.12,218,-90.201,-20.201,300,-90.228,-20.228,374,-90.239,-20.239,180,-90.337,-20.337,360,-90.365,-20.365,96,-90.37,-20.37,256,-90.415,-20.415,126,-90.42,-20.42
,,5064,144.8414108,-37.83221484,382,-68.159,-4.159,88,-69.187,-5.187,96,-78.439,-14.439,434,-80.9,-16.9,150,-81.935,-17.935,236,-83.236,-19.236,94,-83.28,-19.28,272,-83.674,-19.674,354,-83.72,-19.72,58,-83.855,-19.855,374,-83.891,-19.891,362,-83.912,-19.912,22,-83.965,-19.965,442,-84.195,-20.195,306,-84.206,-20.206,102,-84.239,-20.239,420,-84.271,-20.271,340,-84.293,-20.293,148,-84.326,-20.326,494,-84.359,-20.359
,,5845,144.9148584,-37.78292978,96,-69.526,-2.526,88,-77.089,-10.089,340,-82.256,-15.256,382,-85.39,-18.39,80,-86.329,-19.329,396,-86.423,-19.423,110,-86.522,-19.522,156,-86.949,-19.949,190,-86.986,-19.986,118,-87.007,-20.007,40,-87.013,-20.013,314,-87.05,-20.05,172,-87.152,-20.152,220,-87.195,-20.195,428,-87.195,-20.195,92,-87.244,-20.244,414,-87.359,-20.359,30,-87.381,-20.381,24,-87.415,-20.415,510,-87.459,-20.459
,,5358,144.9396612,-37.78220874,88,-49.546,-1.546,346,-65.935,-17.935,96,-67.125,-19.125,374,-67.231,-19.231,206,-67.358,-19.358,74,-67.423,-19.423,478,-67.533,-19.532,188,-67.85,-19.85,406,-67.928,-19.928,200,-68.002,-20.002,280,-68.098,-20.098,94,-68.125,-20.125,50,-68.184,-20.184,106,-68.184,-20.184,56,-68.201,-20.201,488,-68.244,-20.244,502,-68.266,-20.266,340,-68.304,-20.304,80,-68.31,-20.31,54,-68.321,-20.321
,,4747,144.9009051,-37.76990352,434,-77.7,-2.7,442,-88.353,-13.353,88,-89.011,-14.011,150,-90.131,-15.131,382,-90.188,-15.188,96,-90.817,-15.817,192,-91.753,-16.753,50,-94.448,-19.448,354,-94.71,-19.71,360,-94.751,-19.751,460,-94.829,-19.829,102,-94.865,-19.865,258,-95.034,-20.034,332,-95.071,-20.071,224,-95.093,-20.093,466,-95.13,-20.13,318,-95.239,-20.239,74,-95.293,-20.293,458,-95.293,-20.293,240,-95.37,-20.37
,,3922,144.8307486,-37.76882982,206,-65.216,-1.216,214,-76.234,-12.234,84,-82.582,-18.582,304,-83.183,-19.183,362,-83.251,-19.251,306,-83.354,-19.354,36,-83.533,-19.532,382,-83.593,-19.593,462,-83.593,-19.593,156,-83.715,-19.715,496,-83.798,-19.798,86,-83.834,-19.834,268,-83.886,-19.886,266,-83.918,-19.918,316,-83.949,-19.949,28,-84.002,-20.002,44,-84.007,-20.007,352,-84.039,-20.039,138,-84.13,-20.13,428,-84.173,-20.173
,,971,144.9199097,-37.79773091,318,-64.454,-1.454,450,-73.835,-10.835,326,-79.09,-16.09,362,-82.433,-19.433,30,-82.793,-19.793,286,-83.093,-20.093,268,-83.152,-20.152,34,-83.25,-20.25,264,-83.271,-20.271,372,-83.321,-20.321,298,-83.326,-20.326,74,-83.343,-20.343,38,-83.348,-20.348,134,-83.387,-20.387,180,-83.398,-20.398,194,-83.42,-20.42,142,-83.443,-20.443,438,-83.499,-20.499,504,-83.51,-20.51,76,-83.538,-20.538
,,3850,144.85585,-37.7682539,434,-64.535,-2.535,442,-71.238,-9.238,450,-73.098,-11.098,150,-78.247,-16.247,460,-80.663,-18.663,232,-81.354,-19.354,218,-81.578,-19.578,104,-82.271,-20.271,448,-82.299,-20.299,86,-82.304,-20.304,358,-82.426,-20.426,8,-82.448,-20.448,290,-82.538,-20.538,114,-82.549,-20.549,272,-82.549,-20.549,132,-82.578,-20.578,394,-82.595,-20.595,262,-82.606,-20.606,156,-82.663,-20.663,360,-82.669,-20.669
,,561,144.9662523,-37.82858943,334,-60.261,-4.261,326,-63.693,-7.693,318,-64.566,-8.566,322,-71.613,-15.613,292,-75.649,-19.649,378,-76.109,-20.109,452,-76.136,-20.136,44,-76.152,-20.152,156,-76.152,-20.152,36,-76.184,-20.184,154,-76.228,-20.228,232,-76.266,-20.266,178,-76.299,-20.299,472,-76.299,-20.299,508,-76.299,-20.299,300,-76.321,-20.321,366,-76.42,-20.42,496,-76.437,-20.437,108,-76.459,-20.459,332,-76.471,-20.471
,,52,144.9733214,-37.78146705,220,-68.122,-1.122,374,-80.124,-13.124,236,-82.149,-15.149,228,-84.499,-17.499,264,-86.054,-19.054,366,-86.193,-19.193,120,-86.462,-19.462,206,-86.69,-19.69,490,-86.746,-19.746,140,-86.865,-19.865,442,-87.093,-20.093,468,-87.098,-20.098,22,-87.109,-20.109,170,-87.125,-20.125,368,-87.13,-20.13,376,-87.152,-20.152,104,-87.201,-20.201,508,-87.222,-20.222,244,-87.277,-20.277,18,-87.326,-20.326
,,531,144.9779233,-37.82479698,310,-50.571,-1.571,294,-57.425,-8.425,290,-68.025,-19.025,474,-68.467,-19.467,262,-68.517,-19.517,146,-68.588,-19.588,438,-68.644,-19.644,412,-68.715,-19.715,132,-68.839,-19.839,30,-68.928,-19.928,320,-68.976,-19.976,162,-69.029,-20.029,38,-69.05,-20.05,46,-69.141,-20.141,192,-69.222,-20.222,362,-69.282,-20.282,242,-69.304,-20.304,84,-69.31,-20.31,432,-69.354,-20.354,112,-69.409,-20.409
,,2332,144.9205622,-37.80140673,366,-58.856,-1.856,206,-65.868,-8.868,382,-68.366,-11.366,374,-75.092,-18.092,194,-75.879,-18.879,254,-76.202,-19.202,486,-76.482,-19.482,202,-76.538,-19.538,234,-76.588,-19.588,504,-76.588,-19.588,470,-76.669,-19.669,144,-76.69,-19.69,80,-76.751,-19.751,24,-76.865,-19.865,224,-76.891,-19.891,112,-76.897,-19.897,60,-77.05,-20.05,162,-77.087,-20.087,176,-77.152,-20.152,410,-77.168,-20.168
,,1119,144.9176466,-37.76582858,318,-59.707,-1.707,450,-68.856,-10.856,440,-75.721,-17.721,298,-77.588,-19.588,326,-77.669,-19.669,312,-77.798,-19.798,146,-77.803,-19.803,436,-77.933,-19.933,220,-77.939,-19.939,16,-77.997,-19.997,246,-78.093,-20.093,36,-78.109,-20.109,46,-78.109,-20.109,272,-78.37,-20.37,372,-78.37,-20.37,366,-78.532,-20.532,96,-78.555,-20.555,232,-78.566,-20.566,48,-78.572,-20.572,316,-78.595,-20.595
,,3276,144.9191852,-37.80421967,316,-58.373,-2.373,392,-63.581,-7.581,324,-73.607,-17.607,400,-73.832,-17.832,124,-75.251,-19.251,212,-75.467,-19.467,166,-76.109,-20.109,352,-76.109,-20.109,156,-76.168,-20.168,446,-76.211,-20.211,76,-76.343,-20.343,52,-76.359,-20.359,102,-76.387,-20.387,490,-76.387,-20.387,466,-76.393,-20.393,318,-76.404,-20.404,302,-76.549,-20.549,260,-76.566,-20.566,388,-76.572,-20.572,254,-76.6,-20.6
,,5919,144.9026739,-37.79175732,80,-65.017,-4.017,96,-68.96,-7.96,88,-70.51,-9.51,150,-76.454,-15.454,72,-80.886,-19.886,346,-81.013,-20.013,40,-81.018,-20.018,246,-81.023,-20.023,124,-81.087,-20.087,410,-81.087,-20.087,418,-81.217,-20.217,402,-81.277,-20.277,234,-81.288,-20.288,446,-81.31,-20.31,86,-81.315,-20.315,98,-81.326,-20.326,192,-81.326,-20.326,276,-81.343,-20.343,292,-81.398,-20.398,74,-81.538,-20.538
,,836,144.9101503,-37.77628103,318,-53.821,-0.821,326,-66.966,-13.966,328,-72.207,-19.207,384,-72.433,-19.433,258,-72.588,-19.588,298,-72.69,-19.69,502,-73.098,-20.098,388,-73.114,-20.114,422,-73.114,-20.114,372,-73.12,-20.12,58,-73.152,-20.152,304,-73.217,-20.217,456,-73.239,-20.239,376,-73.387,-20.387,126,-73.527,-20.527,268,-73.572,-20.572,10,-73.629,-20.629,334,-73.64,-20.64,34,-73.726,-20.726,428,-73.749,-20.749
,,3419,144.9108486,-37.77764864,442,-61.466,-4.466,382,-71.218,-14.218,434,-74.535,-17.535,118,-76.154,-19.154,30,-76.756,-19.756,426,-76.798,-19.798,102,-76.829,-19.829,320,-76.855,-19.855,268,-76.86,-19.86,60,-76.981,-19.981,272,-76.986,-19.986,476,-76.992,-19.992,156,-77.071,-20.071,18,-77.098,-20.098,38,-77.103,-20.103,42,-77.125,-20.125,124,-77.157,-20.157,54,-77.244,-20.244,20,-77.255,-20.255,50,-77.271,-20.271
,,4643,144.9711603,-37.78623315,434,-72.225,-2.225,442,-77.222,-7.222,382,-88.586,-18.586,318,-88.681,-18.681,50,-88.791,-18.791,230,-89.226,-19.226,460,-89.319,-19.319,104,-89.69,-19.69,272,-89.72,-19.72,102,-89.731,-19.731,426,-89.793,-19.793,168,-89.803,-19.803,88,-89.813,-19.813,240,-89.829,-19.829,122,-89.844,-19.844,182,-89.876,-19.876,148,-89.992,-19.992,386,-90.103,-20.103,458,-90.114,-20.114,210,-90.12,-20.12
,,1528,144.9146128,-37.82183662,388,-52.388,-1.388,392,-59.715,-8.715,400,-63.129,-12.129,410,-69.113,-18.113,18,-69.537,-18.537,36,-70.077,-19.077,240,-70.183,-19.183,456,-70.865,-19.865,210,-70.918,-19.918,164,-70.939,-19.939,160,-70.965,-19.965,226,-71.082,-20.082,94,-71.093,-20.093,32,-71.12,-20.12,432,-71.184,-20.184,116,-71.304,-20.304,76,-71.321,-20.321,504,-71.381,-20.381,476,-71.398,-20.398,38,-71.415,-20.415
,,2248,144.8418174,-37.81235234,206,-80.964,-1.964,188,-88.163,-9.163,366,-92.588,-13.588,172,-94.886,-15.886,294,-97.346,-18.346,296,-97.95,-18.95,56,-97.992,-18.992,258,-98.679,-19.679,510,-98.685,-19.685,182,-98.777,-19.777,280,-98.813,-19.813,440,-98.897,-19.897,412,-98.933,-19.933,444,-99.157,-20.157,452,-99.179,-20.179,36,-99.228,-20.228,180,-99.271,-20.271,410,-99.277,-20.277,300,-99.365,-20.365,220,-99.37,-20.37
,,4472,144.9024939,-37.77759621,434,-58.529,-0.529,450,-76.586,-18.586,230,-76.81,-18.81,122,-76.954,-18.954,360,-77.039,-19.039,376,-77.125,-19.125,290,-77.226,-19.226,460,-77.522,-19.522,294,-77.538,-19.538,354,-77.538,-19.538,416,-77.659,-19.659,104,-77.72,-19.72,426,-77.818,-19.818,20,-77.839,-19.839,232,-77.912,-19.912,270,-77.949,-19.949,212,-78.002,-20.002,8,-78.077,-20.077,332,-78.109,-20.109,72,-78.152,-20.152
,,2967,144.8843518,-37.8281438,388,-60.233,-1.233,392,-72.286,-13.286,408,-77.003,-18.003,256,-77.893,-18.893,386,-78.135,-19.135,276,-78.26,-19.261,448,-78.438,-19.438,360,-78.679,-19.679,334,-78.705,-19.705,124,-78.772,-19.772,154,-78.855,-19.855,36,-78.933,-19.933,80,-78.944,-19.944,410,-78.981,-19.981,298,-79.05,-20.05,476,-79.066,-20.066,250,-79.077,-20.077,254,-79.136,-20.136,414,-79.168,-20.168,4,-79.239,-20.239
,,851,144.8903331,-37.7792729,374,-59.013,-2.013,382,-63.93,-6.93,34,-74.91,-17.91,126,-74.965,-17.965,132,-75.875,-18.875,236,-76.212,-19.212,88,-76.393,-19.393,264,-76.438,-19.438,252,-76.477,-19.477,50,-76.502,-19.502,376,-76.543,-19.543,282,-76.553,-19.553,206,-76.808,-19.808,460,-76.813,-19.813,176,-76.955,-19.955,478,-77.023,-20.023,494,-77.125,-20.125,150,-77.184,-20.184,336,-77.222,-20.222,12,-77.365,-20.365
,,5023,144.901136,-37.76389663,88,-66.214,-3.214,382,-68.716,-5.716,96,-72.623,-9.623,362,-82.149,-19.149,134,-82.782,-19.782,160,-82.902,-19.902,470,-83.034,-20.034,220,-83.045,-20.045,486,-83.103,-20.103,32,-83.114,-20.114,500,-83.114,-20.114,292,-83.211,-20.211,204,-83.25,-20.25,400,-83.266,-20.266,358,-83.288,-20.288,152,-83.31,-20.31,454,-83.326,-20.326,414,-83.337,-20.337,214,-83.42,-20.42,298,-83.448,-20.448
